str_code,spu_code,sub_cate_name,cluster_id,eligibility_status,current_spu_count,cluster_mean,cluster_std,z_score,is_imbalanced,recommended_quantity_change,eligibility_filtered
11029,SPU_T恤_00005,T恤,12,ELIGIBLE,16.365986741831644,16.365986741831644,0,0,False,0,False
11036,SPU_短袖_00007,短袖,12,ELIGIBLE,3.7565474645348047,3.7565474645348047,0,0,False,0,False
11037,SPU_内衣_00008,内衣,12,ELIGIBLE,15.027626145552151,15.027626145552151,0,0,False,0,False
11042,SPU_直筒裤_00010,直筒裤,12,ELIGIBLE,11.550900373168604,11.550900373168604,0,0,False,0,False
11081,SPU_配饰_00022,配饰,12,ELIGIBLE,5.6370380813410215,5.6370380813410215,0,0,False,0,False
11084,SPU_直筒裤_00023,直筒裤,12,ELIGIBLE,10.999851252344467,10.999851252344467,0,0,False,0,False
11129,SPU_配饰_00035,配饰,12,ELIGIBLE,15.072143366064894,15.072143366064894,0,0,False,0,False
11132,SPU_束脚裤_00037,束脚裤,12,ELIGIBLE,5.060844892218034,5.060844892218034,0,0,False,0,False
11133,SPU_锥形裤_00038,锥形裤,12,ELIGIBLE,22.62502421389649,22.62502421389649,0,0,False,0,False
11146,SPU_T恤_00044,T恤,12,ELIGIBLE,22.30220758241502,22.30220758241502,0,0,False,0,False
11151,SPU_短袖_00046,短袖,12,ELIGIBLE,20.562493937269053,20.562493937269053,0,0,False,0,False
12069,SPU_束脚裤_00076,束脚裤,12,ELIGIBLE,3.2497801848832193,3.2497801848832193,0,0,False,0,False
13031,SPU_束脚裤_00089,束脚裤,12,ELIGIBLE,19.91772313397123,19.91772313397123,0,0,False,0,False
13056,SPU_短袖_00098,短袖,12,ELIGIBLE,5.817008457070994,5.817008457070994,0,0,False,0,False
13058,SPU_配饰_00100,配饰,12,ELIGIBLE,6.71657138758762,6.71657138758762,0,0,False,0,False
13060,SPU_直筒裤_00101,直筒裤,12,ELIGIBLE,7.539341804927435,7.539341804927435,0,0,False,0,False
13106,SPU_短袖_00111,短袖,12,ELIGIBLE,8.411070024459178,8.411070024459178,0,0,False,0,False
14019,SPU_直筒裤_00140,直筒裤,12,ELIGIBLE,3.28807804494334,3.28807804494334,0,0,False,0,False
15006,SPU_短袖_00150,短袖,12,ELIGIBLE,7.573497613212601,7.573497613212601,0,0,False,0,False
15007,SPU_内衣_00151,内衣,12,ELIGIBLE,20.9837583582457,20.9837583582457,0,0,False,0,False
15011,SPU_束脚裤_00154,束脚裤,12,ELIGIBLE,12.354697098323136,12.354697098323136,0,0,False,0,False
15026,SPU_短袖_00163,短袖,12,ELIGIBLE,13.9200574384272,13.9200574384272,0,0,False,0,False
21056,SPU_内衣_00177,内衣,12,ELIGIBLE,19.9020151050194,19.9020151050194,0,0,False,0,False
33377,SPU_T恤_00785,T恤,12,ELIGIBLE,12.217335023149536,12.217335023149536,0,0,False,0,False
37018,SPU_短裤_01293,短裤,12,ELIGIBLE,22.62004465094548,22.62004465094548,0,0,False,0,False
37041,SPU_T恤_01305,T恤,12,ELIGIBLE,7.410319050859898,7.410319050859898,0,0,False,0,False
37153,SPU_束脚裤_01350,束脚裤,12,ELIGIBLE,20.957012740981604,20.957012740981604,0,0,False,0,False
37189,SPU_直筒裤_01362,直筒裤,12,ELIGIBLE,13.700615817955663,13.700615817955663,0,0,False,0,False
41212,SPU_内衣_01451,内衣,12,ELIGIBLE,19.369087927028712,19.369087927028712,0,0,False,0,False
41236,SPU_配饰_01465,配饰,12,ELIGIBLE,22.70786623076873,22.70786623076873,0,0,False,0,False
42112,SPU_内衣_01529,内衣,12,ELIGIBLE,9.026127153857882,9.026127153857882,0,0,False,0,False
43059,SPU_短袖_01580,短袖,12,ELIGIBLE,5.469303583814949,5.469303583814949,0,0,False,0,False
43119,SPU_锥形裤_01611,锥形裤,12,ELIGIBLE,4.045390658556428,4.045390658556428,0,0,False,0,False
51076,SPU_配饰_02011,配饰,12,ELIGIBLE,10.290671056738022,10.290671056738022,0,0,False,0,False
51157,SPU_短裤_02047,短裤,12,ELIGIBLE,7.706303150993789,7.706303150993789,0,0,False,0,False
61011,SPU_直筒裤_02194,直筒裤,12,ELIGIBLE,10.013563958512126,10.013563958512126,0,0,False,0,False
61072,SPU_配饰_02219,配饰,12,ELIGIBLE,14.002031387209131,14.002031387209131,0,0,False,0,False
61082,SPU_锥形裤_02222,锥形裤,12,ELIGIBLE,14.217636666079178,14.217636666079178,0,0,False,0,False
64006,SPU_内衣_02244,内衣,12,ELIGIBLE,17.471124959239926,17.471124959239926,0,0,False,0,False
64009,SPU_直筒裤_02246,直筒裤,12,ELIGIBLE,5.022634590258429,5.022634590258429,0,0,False,0,False
64013,SPU_束脚裤_02247,束脚裤,12,ELIGIBLE,16.567671276876965,16.567671276876965,0,0,False,0,False
11036,SPU_短裤_02255,短裤,12,ELIGIBLE,23.135541448676683,23.135541448676683,0,0,False,0,False
11037,SPU_短袖_02256,短袖,12,ELIGIBLE,11.2467500015297,11.2467500015297,0,0,False,0,False
11042,SPU_配饰_02258,配饰,12,ELIGIBLE,21.90592494456207,21.90592494456207,0,0,False,0,False
11081,SPU_内衣_02270,内衣,12,ELIGIBLE,13.624973990766643,13.624973990766643,0,0,False,0,False
11084,SPU_配饰_02271,配饰,12,ELIGIBLE,13.939400564170391,13.939400564170391,0,0,False,0,False
11129,SPU_内衣_02283,内衣,12,ELIGIBLE,7.982223216902688,7.982223216902688,0,0,False,0,False
11132,SPU_直筒裤_02285,直筒裤,12,ELIGIBLE,12.085825324243526,12.085825324243526,0,0,False,0,False
11133,SPU_束脚裤_02286,束脚裤,12,ELIGIBLE,15.251594042008076,15.251594042008076,0,0,False,0,False
11151,SPU_短裤_02294,短裤,12,ELIGIBLE,20.393026830309083,20.393026830309083,0,0,False,0,False
12039,SPU_锥形裤_02313,锥形裤,12,ELIGIBLE,17.78895837203785,17.78895837203785,0,0,False,0,False
12069,SPU_直筒裤_02324,直筒裤,12,ELIGIBLE,8.252033862045192,8.252033862045192,0,0,False,0,False
13031,SPU_直筒裤_02337,直筒裤,12,ELIGIBLE,10.715451203476002,10.715451203476002,0,0,False,0,False
13056,SPU_短裤_02346,短裤,12,ELIGIBLE,16.044994004402874,16.044994004402874,0,0,False,0,False
13058,SPU_内衣_02348,内衣,12,ELIGIBLE,3.4373579913401686,3.4373579913401686,0,0,False,0,False
13060,SPU_配饰_02349,配饰,12,ELIGIBLE,18.281367455788022,18.281367455788022,0,0,False,0,False
13106,SPU_短裤_02359,短裤,12,ELIGIBLE,19.6452549624648,19.6452549624648,0,0,False,0,False
14019,SPU_配饰_02388,配饰,12,ELIGIBLE,9.530744754159672,9.530744754159672,0,0,False,0,False
15006,SPU_短裤_02398,短裤,12,ELIGIBLE,11.05233852702127,11.05233852702127,0,0,False,0,False
15007,SPU_短袖_02399,短袖,12,ELIGIBLE,14.089648830481943,14.089648830481943,0,0,False,0,False
15011,SPU_直筒裤_02402,直筒裤,12,ELIGIBLE,16.43113582892002,16.43113582892002,0,0,False,0,False
15026,SPU_短裤_02411,短裤,12,ELIGIBLE,9.863373933513257,9.863373933513257,0,0,False,0,False
21056,SPU_短袖_02425,短袖,12,ELIGIBLE,9.770489365372045,9.770489365372045,0,0,False,0,False
34160,SPU_锥形裤_03301,锥形裤,12,ELIGIBLE,16.791704955835776,16.791704955835776,0,0,False,0,False
37018,SPU_T恤_03541,T恤,12,ELIGIBLE,23.702754683369985,23.702754683369985,0,0,False,0,False
37153,SPU_直筒裤_03598,直筒裤,12,ELIGIBLE,15.84132482167514,15.84132482167514,0,0,False,0,False
37189,SPU_配饰_03610,配饰,12,ELIGIBLE,6.494745675512433,6.494745675512433,0,0,False,0,False
41212,SPU_短袖_03699,短袖,12,ELIGIBLE,8.064036809348034,8.064036809348034,0,0,False,0,False
41236,SPU_内衣_03713,内衣,12,ELIGIBLE,17.977975978977792,17.977975978977792,0,0,False,0,False
42112,SPU_短袖_03777,短袖,12,ELIGIBLE,19.321407703109724,19.321407703109724,0,0,False,0,False
43059,SPU_短裤_03828,短裤,12,ELIGIBLE,7.201604671884464,7.201604671884464,0,0,False,0,False
43119,SPU_束脚裤_03859,束脚裤,12,ELIGIBLE,18.464261957363295,18.464261957363295,0,0,False,0,False
51076,SPU_内衣_04259,内衣,12,ELIGIBLE,5.435303105305214,5.435303105305214,0,0,False,0,False
51157,SPU_T恤_04295,T恤,12,ELIGIBLE,7.496791615270666,7.496791615270666,0,0,False,0,False
61011,SPU_配饰_04442,配饰,12,ELIGIBLE,7.4320089589386455,7.4320089589386455,0,0,False,0,False
61072,SPU_内衣_04467,内衣,12,ELIGIBLE,24.87820733771203,24.87820733771203,0,0,False,0,False
61082,SPU_束脚裤_04470,束脚裤,12,ELIGIBLE,9.16890559175851,9.16890559175851,0,0,False,0,False
61086,SPU_锥形裤_04471,锥形裤,12,ELIGIBLE,5.789486575406887,5.789486575406887,0,0,False,0,False
64006,SPU_短袖_04492,短袖,12,ELIGIBLE,15.36917707771853,15.36917707771853,0,0,False,0,False
64009,SPU_配饰_04494,配饰,12,ELIGIBLE,10.245423062831815,10.245423062831815,0,0,False,0,False
64013,SPU_直筒裤_04495,直筒裤,12,ELIGIBLE,19.770938616758077,19.770938616758077,0,0,False,0,False
11036,SPU_T恤_04503,T恤,12,ELIGIBLE,6.352229395139966,6.352229395139966,0,0,False,0,False
11037,SPU_短裤_04504,短裤,12,ELIGIBLE,3.596930947097455,3.596930947097455,0,0,False,0,False
11042,SPU_内衣_04506,内衣,12,ELIGIBLE,12.738913239971113,12.738913239971113,0,0,False,0,False
11081,SPU_短袖_04518,短袖,12,ELIGIBLE,19.607262029096745,19.607262029096745,0,0,False,0,False
11084,SPU_内衣_04519,内衣,12,ELIGIBLE,23.517650268629325,23.517650268629325,0,0,False,0,False
11129,SPU_短袖_04531,短袖,12,ELIGIBLE,9.105714432631595,9.105714432631595,0,0,False,0,False
11132,SPU_配饰_04533,配饰,12,ELIGIBLE,12.618729318102707,12.618729318102707,0,0,False,0,False
11133,SPU_直筒裤_04534,直筒裤,12,ELIGIBLE,3.248791106962212,3.248791106962212,0,0,False,0,False
11151,SPU_T恤_04542,T恤,12,ELIGIBLE,4.768213433597588,4.768213433597588,0,0,False,0,False
12039,SPU_束脚裤_04561,束脚裤,12,ELIGIBLE,14.609519260554464,14.609519260554464,0,0,False,0,False
12040,SPU_锥形裤_04562,锥形裤,12,ELIGIBLE,6.156499374552485,6.156499374552485,0,0,False,0,False
12069,SPU_配饰_04572,配饰,12,ELIGIBLE,6.008078170143387,6.008078170143387,0,0,False,0,False
13031,SPU_配饰_04585,配饰,12,ELIGIBLE,11.308320918462268,11.308320918462268,0,0,False,0,False
13056,SPU_T恤_04594,T恤,12,ELIGIBLE,11.384368012792573,11.384368012792573,0,0,False,0,False
13058,SPU_短袖_04596,短袖,12,ELIGIBLE,24.477663673783262,24.477663673783262,0,0,False,0,False
13060,SPU_内衣_04597,内衣,12,ELIGIBLE,7.300076094503039,7.300076094503039,0,0,False,0,False
13106,SPU_T恤_04607,T恤,12,ELIGIBLE,19.6517312963954,19.6517312963954,0,0,False,0,False
14019,SPU_内衣_04636,内衣,12,ELIGIBLE,9.333597030094674,9.333597030094674,0,0,False,0,False
15006,SPU_T恤_04646,T恤,12,ELIGIBLE,24.99330340580473,24.99330340580473,0,0,False,0,False
15007,SPU_短裤_04647,短裤,12,ELIGIBLE,23.623683847446365,23.623683847446365,0,0,False,0,False
15011,SPU_配饰_04650,配饰,12,ELIGIBLE,13.00651785921075,13.00651785921075,0,0,False,0,False
15026,SPU_T恤_04659,T恤,12,ELIGIBLE,20.088442056045597,20.088442056045597,0,0,False,0,False
21056,SPU_短裤_04673,短裤,12,ELIGIBLE,13.578305244636521,13.578305244636521,0,0,False,0,False
11035,SPU_短裤_00006,短裤,29,ELIGIBLE,9.701502921814155,9.701502921814155,0,0,False,0,False
11041,SPU_配饰_00009,配饰,29,ELIGIBLE,16.153799533843873,16.153799533843873,0,0,False,0,False
11048,SPU_锥形裤_00012,锥形裤,29,ELIGIBLE,3.121486576719253,3.121486576719253,0,0,False,0,False
11117,SPU_T恤_00031,T恤,29,ELIGIBLE,20.978888404426748,20.978888404426748,0,0,False,0,False
11124,SPU_短裤_00032,短裤,29,ELIGIBLE,22.80919725759327,22.80919725759327,0,0,False,0,False
11128,SPU_内衣_00034,内衣,29,ELIGIBLE,16.34143931251098,16.34143931251098,0,0,False,0,False
11130,SPU_直筒裤_00036,直筒裤,29,ELIGIBLE,10.158793359503889,10.158793359503889,0,0,False,0,False
12028,SPU_短裤_00058,短裤,29,ELIGIBLE,11.241477521782366,11.241477521782366,0,0,False,0,False
32209,SPU_短袖_00332,短袖,29,ELIGIBLE,16.424953288508107,16.424953288508107,0,0,False,0,False
32210,SPU_内衣_00333,内衣,29,ELIGIBLE,4.255203865327595,4.255203865327595,0,0,False,0,False
32213,SPU_直筒裤_00335,直筒裤,29,ELIGIBLE,3.739499204032218,3.739499204032218,0,0,False,0,False
32249,SPU_T恤_00356,T恤,29,ELIGIBLE,4.746944862146649,4.746944862146649,0,0,False,0,False
32463,SPU_配饰_00477,配饰,29,ELIGIBLE,23.910101752656505,23.910101752656505,0,0,False,0,False
32496,SPU_锥形裤_00493,锥形裤,29,ELIGIBLE,9.029574965528202,9.029574965528202,0,0,False,0,False
33302,SPU_束脚裤_00752,束脚裤,29,ELIGIBLE,5.01128381997704,5.01128381997704,0,0,False,0,False
34082,SPU_短袖_01008,短袖,29,ELIGIBLE,20.921751232570177,20.921751232570177,0,0,False,0,False
34241,SPU_配饰_01088,配饰,29,ELIGIBLE,11.038070514114361,11.038070514114361,0,0,False,0,False
34299,SPU_配饰_01114,配饰,29,ELIGIBLE,18.27089638747721,18.27089638747721,0,0,False,0,False
34343,SPU_锥形裤_01143,锥形裤,29,ELIGIBLE,23.010907291183102,23.010907291183102,0,0,False,0,False
35115,SPU_T恤_01201,T恤,29,ELIGIBLE,8.56084891892561,8.56084891892561,0,0,False,0,False
36009,SPU_短袖_01216,短袖,29,ELIGIBLE,6.487445148603008,6.487445148603008,0,0,False,0,False
36012,SPU_内衣_01217,内衣,29,ELIGIBLE,9.04351072175716,9.04351072175716,0,0,False,0,False
36017,SPU_直筒裤_01219,直筒裤,29,ELIGIBLE,4.460917776130942,4.460917776130942,0,0,False,0,False
42019,SPU_束脚裤_01480,束脚裤,29,ELIGIBLE,15.872676540396743,15.872676540396743,0,0,False,0,False
42071,SPU_内衣_01503,内衣,29,ELIGIBLE,3.8552213343671644,3.8552213343671644,0,0,False,0,False
42074,SPU_直筒裤_01505,直筒裤,29,ELIGIBLE,10.66107407356211,10.66107407356211,0,0,False,0,False
42087,SPU_T恤_01513,T恤,29,ELIGIBLE,18.89745794635789,18.89745794635789,0,0,False,0,False
42114,SPU_配饰_01530,配饰,29,ELIGIBLE,12.445100845492295,12.445100845492295,0,0,False,0,False
42154,SPU_直筒裤_01544,直筒裤,29,ELIGIBLE,20.835854804793847,20.835854804793847,0,0,False,0,False
43039,SPU_短袖_01567,短袖,29,ELIGIBLE,15.317648233790887,15.317648233790887,0,0,False,0,False
43041,SPU_配饰_01569,配饰,29,ELIGIBLE,13.291653064821462,13.291653064821462,0,0,False,0,False
43044,SPU_束脚裤_01571,束脚裤,29,ELIGIBLE,9.278916386662514,9.278916386662514,0,0,False,0,False
43066,SPU_束脚裤_01584,束脚裤,29,ELIGIBLE,11.315303824108252,11.315303824108252,0,0,False,0,False
43079,SPU_T恤_01591,T恤,29,ELIGIBLE,6.203832247559932,6.203832247559932,0,0,False,0,False
50003,SPU_束脚裤_01961,束脚裤,29,ELIGIBLE,8.653690632783185,8.653690632783185,0,0,False,0,False
50028,SPU_T恤_01968,T恤,29,ELIGIBLE,3.66422433741815,3.66422433741815,0,0,False,0,False
50031,SPU_短裤_01969,短裤,29,ELIGIBLE,8.291771903350835,8.291771903350835,0,0,False,0,False
50051,SPU_锥形裤_01975,锥形裤,29,ELIGIBLE,9.33463045977113,9.33463045977113,0,0,False,0,False
51020,SPU_内衣_01984,内衣,29,ELIGIBLE,18.438082896627268,18.438082896627268,0,0,False,0,False
51025,SPU_束脚裤_01987,束脚裤,29,ELIGIBLE,5.165626078021797,5.165626078021797,0,0,False,0,False
51041,SPU_短裤_01995,短裤,29,ELIGIBLE,5.089706189500867,5.089706189500867,0,0,False,0,False
51052,SPU_束脚裤_02000,束脚裤,29,ELIGIBLE,17.394739073749232,17.394739073749232,0,0,False,0,False
51066,SPU_短裤_02008,短裤,29,ELIGIBLE,20.786126368497264,20.786126368497264,0,0,False,0,False
51071,SPU_短袖_02009,短袖,29,ELIGIBLE,19.489585393774014,19.489585393774014,0,0,False,0,False
51077,SPU_直筒裤_02012,直筒裤,29,ELIGIBLE,6.280104930771547,6.280104930771547,0,0,False,0,False
51083,SPU_锥形裤_02014,锥形裤,29,ELIGIBLE,4.635279191778763,4.635279191778763,0,0,False,0,False
51096,SPU_T恤_02020,T恤,29,ELIGIBLE,10.67788857664204,10.67788857664204,0,0,False,0,False
51118,SPU_短裤_02034,短裤,29,ELIGIBLE,4.503737726712457,4.503737726712457,0,0,False,0,False
51119,SPU_短袖_02035,短袖,29,ELIGIBLE,16.571487231737954,16.571487231737954,0,0,False,0,False
51124,SPU_内衣_02036,内衣,29,ELIGIBLE,13.805101320962565,13.805101320962565,0,0,False,0,False
51128,SPU_配饰_02037,配饰,29,ELIGIBLE,7.308463321673142,7.308463321673142,0,0,False,0,False
51161,SPU_配饰_02050,配饰,29,ELIGIBLE,23.772920838423307,23.772920838423307,0,0,False,0,False
51177,SPU_短袖_02061,短袖,29,ELIGIBLE,21.27283315251793,21.27283315251793,0,0,False,0,False
51186,SPU_束脚裤_02065,束脚裤,29,ELIGIBLE,18.020364471794906,18.020364471794906,0,0,False,0,False
51230,SPU_T恤_02085,T恤,29,ELIGIBLE,10.069750727934958,10.069750727934958,0,0,False,0,False
51243,SPU_锥形裤_02092,锥形裤,29,ELIGIBLE,9.366912875497079,9.366912875497079,0,0,False,0,False
61143,SPU_T恤_02241,T恤,29,ELIGIBLE,11.526796683610328,11.526796683610328,0,0,False,0,False
11035,SPU_T恤_02254,T恤,29,ELIGIBLE,15.282083536886148,15.282083536886148,0,0,False,0,False
11041,SPU_内衣_02257,内衣,29,ELIGIBLE,4.158813300253337,4.158813300253337,0,0,False,0,False
11048,SPU_束脚裤_02260,束脚裤,29,ELIGIBLE,4.405267244961545,4.405267244961545,0,0,False,0,False
11124,SPU_T恤_02280,T恤,29,ELIGIBLE,23.706829632404464,23.706829632404464,0,0,False,0,False
11128,SPU_短袖_02282,短袖,29,ELIGIBLE,19.78642675194468,19.78642675194468,0,0,False,0,False
11130,SPU_配饰_02284,配饰,29,ELIGIBLE,13.444011275950636,13.444011275950636,0,0,False,0,False
12003,SPU_锥形裤_02300,锥形裤,29,ELIGIBLE,22.6826877349083,22.6826877349083,0,0,False,0,False
12028,SPU_T恤_02306,T恤,29,ELIGIBLE,24.185470732018686,24.185470732018686,0,0,False,0,False
32209,SPU_短裤_02580,短裤,29,ELIGIBLE,16.332735955448324,16.332735955448324,0,0,False,0,False
32210,SPU_短袖_02581,短袖,29,ELIGIBLE,21.778105015082968,21.778105015082968,0,0,False,0,False
32213,SPU_配饰_02583,配饰,29,ELIGIBLE,4.277393455604008,4.277393455604008,0,0,False,0,False
32463,SPU_内衣_02725,内衣,29,ELIGIBLE,4.760909130011694,4.760909130011694,0,0,False,0,False
32496,SPU_束脚裤_02741,束脚裤,29,ELIGIBLE,21.18709868077193,21.18709868077193,0,0,False,0,False
33247,SPU_锥形裤_02963,锥形裤,29,ELIGIBLE,10.798155646509505,10.798155646509505,0,0,False,0,False
33302,SPU_直筒裤_03000,直筒裤,29,ELIGIBLE,17.205194705889845,17.205194705889845,0,0,False,0,False
33309,SPU_锥形裤_03002,锥形裤,29,ELIGIBLE,21.115978418348803,21.115978418348803,0,0,False,0,False
34082,SPU_短裤_03256,短裤,29,ELIGIBLE,13.597520556568199,13.597520556568199,0,0,False,0,False
34241,SPU_内衣_03336,内衣,29,ELIGIBLE,19.319884003863333,19.319884003863333,0,0,False,0,False
34299,SPU_内衣_03362,内衣,29,ELIGIBLE,3.999023433841481,3.999023433841481,0,0,False,0,False
34343,SPU_束脚裤_03391,束脚裤,29,ELIGIBLE,11.472214936691374,11.472214936691374,0,0,False,0,False
